@relation 'jAudio_clustered-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.unsupervised.attribute.Remove-R554-662-weka.filters.unsupervised.attribute.Remove-R51-232-weka.filters.unsupervised.attribute.Remove-R101-282-weka.filters.unsupervised.attribute.Remove-R190-191_clustered'

@attribute Instance_number numeric
@attribute 'Beat Histogram Overall Average7' numeric
@attribute 'Beat Histogram Overall Average6' numeric
@attribute 'Beat Histogram Overall Average26' numeric
@attribute 'Beat Histogram Overall Average25' numeric
@attribute 'Beat Histogram Overall Average54' numeric
@attribute 'Beat Histogram Overall Average23' numeric
@attribute 'Beat Histogram Overall Average2' numeric
@attribute 'Beat Histogram Overall Average28' numeric
@attribute 'Beat Histogram Overall Average0' numeric
@attribute 'Beat Histogram Overall Average12' numeric
@attribute 'Beat Histogram Overall Average10' numeric
@attribute 'Beat Histogram Overall Average29' numeric
@attribute 'Beat Histogram Overall Average13' numeric
@attribute 'Beat Histogram Overall Average8' numeric
@attribute 'Beat Histogram Overall Average39' numeric
@attribute 'Beat Histogram Overall Average16' numeric
@attribute 'Beat Histogram Overall Average18' numeric
@attribute 'Beat Histogram Overall Average1' numeric
@attribute 'Beat Histogram Overall Average11' numeric
@attribute 'Beat Histogram Overall Average27' numeric
@attribute 'Beat Histogram Overall Average19' numeric
@attribute 'Beat Histogram Overall Average17' numeric
@attribute 'Beat Histogram Overall Average158' numeric
@attribute 'Beat Histogram Overall Average66' numeric
@attribute 'Beat Histogram Overall Average9' numeric
@attribute 'Beat Histogram Overall Average159' numeric
@attribute 'Beat Histogram Overall Average72' numeric
@attribute 'Beat Histogram Overall Average4' numeric
@attribute 'Beat Histogram Overall Average44' numeric
@attribute 'Beat Histogram Overall Average30' numeric
@attribute 'Beat Histogram Overall Average38' numeric
@attribute 'Beat Histogram Overall Average65' numeric
@attribute 'Beat Histogram Overall Average36' numeric
@attribute 'Beat Histogram Overall Average67' numeric
@attribute 'Beat Histogram Overall Average15' numeric
@attribute 'Beat Histogram Overall Average93' numeric
@attribute 'Beat Histogram Overall Average64' numeric
@attribute 'Beat Histogram Overall Average46' numeric
@attribute 'Beat Histogram Overall Average20' numeric
@attribute 'Beat Histogram Overall Average160' numeric
@attribute 'Beat Histogram Overall Average85' numeric
@attribute 'Beat Histogram Overall Average168' numeric
@attribute 'Beat Histogram Overall Average83' numeric
@attribute 'Beat Histogram Overall Average5' numeric
@attribute 'Beat Histogram Overall Average43' numeric
@attribute 'Beat Histogram Overall Average169' numeric
@attribute 'Beat Histogram Overall Average73' numeric
@attribute 'Beat Histogram Overall Average63' numeric
@attribute 'Beat Histogram Overall Average48' numeric
@attribute 'Beat Histogram Overall Average45' numeric
@attribute 'Beat Histogram Overall Standard Deviation231' numeric
@attribute 'Beat Histogram Overall Standard Deviation227' numeric
@attribute 'Beat Histogram Overall Standard Deviation226' numeric
@attribute 'Beat Histogram Overall Standard Deviation228' numeric
@attribute 'Beat Histogram Overall Standard Deviation230' numeric
@attribute 'Beat Histogram Overall Standard Deviation229' numeric
@attribute 'Beat Histogram Overall Standard Deviation225' numeric
@attribute 'Beat Histogram Overall Standard Deviation207' numeric
@attribute 'Beat Histogram Overall Standard Deviation217' numeric
@attribute 'Beat Histogram Overall Standard Deviation220' numeric
@attribute 'Beat Histogram Overall Standard Deviation222' numeric
@attribute 'Beat Histogram Overall Standard Deviation221' numeric
@attribute 'Beat Histogram Overall Standard Deviation219' numeric
@attribute 'Beat Histogram Overall Standard Deviation224' numeric
@attribute 'Beat Histogram Overall Standard Deviation206' numeric
@attribute 'Beat Histogram Overall Standard Deviation213' numeric
@attribute 'Beat Histogram Overall Standard Deviation223' numeric
@attribute 'Beat Histogram Overall Standard Deviation218' numeric
@attribute 'Beat Histogram Overall Standard Deviation214' numeric
@attribute 'Beat Histogram Overall Standard Deviation215' numeric
@attribute 'Beat Histogram Overall Standard Deviation209' numeric
@attribute 'Beat Histogram Overall Standard Deviation202' numeric
@attribute 'Beat Histogram Overall Standard Deviation205' numeric
@attribute 'Beat Histogram Overall Standard Deviation204' numeric
@attribute 'Beat Histogram Overall Standard Deviation212' numeric
@attribute 'Beat Histogram Overall Standard Deviation216' numeric
@attribute 'Beat Histogram Overall Standard Deviation210' numeric
@attribute 'Beat Histogram Overall Standard Deviation203' numeric
@attribute 'Beat Histogram Overall Standard Deviation187' numeric
@attribute 'Beat Histogram Overall Standard Deviation211' numeric
@attribute 'Beat Histogram Overall Standard Deviation186' numeric
@attribute 'Beat Histogram Overall Standard Deviation199' numeric
@attribute 'Beat Histogram Overall Standard Deviation208' numeric
@attribute 'Beat Histogram Overall Standard Deviation200' numeric
@attribute 'Beat Histogram Overall Standard Deviation201' numeric
@attribute 'Beat Histogram Overall Standard Deviation189' numeric
@attribute 'Beat Histogram Overall Standard Deviation188' numeric
@attribute 'Beat Histogram Overall Standard Deviation190' numeric
@attribute 'Beat Histogram Overall Standard Deviation198' numeric
@attribute 'Beat Histogram Overall Standard Deviation185' numeric
@attribute 'Beat Histogram Overall Standard Deviation196' numeric
@attribute 'Beat Histogram Overall Standard Deviation197' numeric
@attribute 'Beat Histogram Overall Standard Deviation184' numeric
@attribute 'Beat Histogram Overall Standard Deviation194' numeric
@attribute 'Beat Histogram Overall Standard Deviation183' numeric
@attribute 'Beat Histogram Overall Standard Deviation193' numeric
@attribute 'Beat Histogram Overall Standard Deviation192' numeric
@attribute 'Beat Histogram Overall Standard Deviation195' numeric
@attribute 'Beat Histogram Overall Standard Deviation175' numeric
@attribute 'Beat Histogram Overall Standard Deviation191' numeric
@attribute 'Standard Deviation of Spectral Flux Overall Standard Deviation0' numeric
@attribute 'Running Mean of Spectral Flux Overall Standard Deviation0' numeric
@attribute 'Spectral Flux Overall Average0' numeric
@attribute 'Standard Deviation of Spectral Flux Overall Average0' numeric
@attribute 'Running Mean of Spectral Flux Overall Average0' numeric
@attribute 'Standard Deviation of MFCC Overall Average0' numeric
@attribute 'Running Mean of MFCC Overall Average0' numeric
@attribute 'MFCC Overall Average0' numeric
@attribute 'Spectral Flux Overall Standard Deviation0' numeric
@attribute 'Derivative of Standard Deviation of Spectral Flux Overall Standard Deviation0' numeric
@attribute 'Derivative of Running Mean of Spectral Flux Overall Standard Deviation0' numeric
@attribute 'Derivative of Spectral Flux Overall Standard Deviation0' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation9' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation8' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation12' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation11' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation10' numeric
@attribute 'MFCC Overall Standard Deviation9' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation4' numeric
@attribute 'Derivative of Standard Deviation of Spectral Flux Overall Average0' numeric
@attribute 'MFCC Overall Standard Deviation12' numeric
@attribute 'MFCC Overall Standard Deviation10' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation6' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation7' numeric
@attribute 'MFCC Overall Standard Deviation11' numeric
@attribute 'Running Mean of MFCC Overall Average6' numeric
@attribute 'MFCC Overall Standard Deviation6' numeric
@attribute 'MFCC Overall Average6' numeric
@attribute 'MFCC Overall Standard Deviation7' numeric
@attribute 'MFCC Overall Standard Deviation8' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation5' numeric
@attribute 'Running Mean of Compactness Overall Average0' numeric
@attribute 'Standard Deviation of Compactness Overall Average0' numeric
@attribute 'Compactness Overall Average0' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation1' numeric
@attribute 'MFCC Overall Standard Deviation4' numeric
@attribute 'MFCC Overall Standard Deviation5' numeric
@attribute 'MFCC Overall Average3' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation2' numeric
@attribute 'Derivative of Running Mean of Zero Crossings Overall Standard Deviation0' numeric
@attribute 'Derivative of Standard Deviation of Zero Crossings Overall Standard Deviation0' numeric
@attribute 'Running Mean of MFCC Overall Average3' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation11' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation10' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation12' numeric
@attribute 'MFCC Overall Average1' numeric
@attribute 'Running Mean of MFCC Overall Average1' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation9' numeric
@attribute 'Zero Crossings Overall Standard Deviation0' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation1' numeric
@attribute 'MFCC Overall Standard Deviation1' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation3' numeric
@attribute 'Derivative of Running Mean of Spectral Flux Overall Average0' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation8' numeric
@attribute 'MFCC Overall Standard Deviation2' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation2' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation6' numeric
@attribute 'Running Mean of MFCC Overall Average8' numeric
@attribute 'Running Mean of MFCC Overall Average2' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Standard Deviation0' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation4' numeric
@attribute 'MFCC Overall Average8' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation0' numeric
@attribute 'MFCC Overall Average2' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation12' numeric
@attribute 'Derivative of Zero Crossings Overall Standard Deviation0' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation10' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation6' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation7' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation9' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation8' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation7' numeric
@attribute 'Derivative of MFCC Overall Average12' numeric
@attribute 'Derivative of Spectral Flux Overall Average0' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Average3' numeric
@attribute 'Standard Deviation of MFCC Overall Average9' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Standard Deviation9' numeric
@attribute 'Standard Deviation of MFCC Overall Average10' numeric
@attribute 'Standard Deviation of MFCC Overall Standard Deviation10' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Standard Deviation10' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Standard Deviation4' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Average12' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Standard Deviation12' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Standard Deviation7' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Average7' numeric
@attribute 'Standard Deviation of MFCC Overall Average12' numeric
@attribute 'Standard Deviation of MFCC Overall Standard Deviation12' numeric
@attribute 'Standard Deviation of MFCC Overall Average7' numeric
@attribute 'Standard Deviation of MFCC Overall Standard Deviation7' numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3}

@data
127,4.637,4.654,4.161,4.188,3.587,4.246,4.787,4.109,4.885,4.497,4.572,4.087,4.457,4.619,3.87,4.37,4.338,4.836,4.539,4.134,4.323,4.354,1.488,3.33,4.599,1.47,3.255,4.708,3.778,4.065,3.886,3.35,3.923,3.316,4.393,2.777,3.372,3.75,4.305,1.451,2.951,1.288,3.001,4.677,3.795,1.269,3.234,3.396,3.72,3.764,0.0162,0.07484,0.08861,0.06087,0.03165,0.04653,0.1022,0.337,0.209,0.1694,0.1425,0.1559,0.1828,0.1158,0.3495,0.2593,0.1292,0.1961,0.2466,0.2342,0.311,0.3992,0.3617,0.3738,0.2719,0.2217,0.2979,0.3865,0.5918,0.2849,0.6057,0.438,0.3241,0.4246,0.4118,0.5648,0.5779,0.5524,0.4513,0.6189,0.4774,0.4644,0.6314,0.5032,0.6426,0.515,0.5272,0.4908,0.7428,0.5397,0.007012,0.000704,0.000945,0.00945,0.000951,1127,-112.7,-113.9,0.001433,0.000178,0.000018,0.001372,0.02589,0.02668,0.0253,0.02478,0.02656,1.978,0.03197,0,1.822,2.064,0.02668,0.02626,1.823,-0.6279,1.969,-0.6281,1.952,2.056,0.02747,1751,17510,1751,0.06938,2.299,2.11,0.9804,0.04278,0.3172,3.15,0.996,0.8533,1.17,0.8559,11.68,11.81,1.118,25.79,2.562,6.293,0.03621,0,1.159,3.881,1.916,1.476,-0.6497,-1.354,2.88,1.666,-0.6543,0.2882,-1.329,1.222,13.8,1.339,0.9021,0.8693,1.32,1.349,1.436,0.000151,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster1
128,4.559,4.58,4.175,4.185,3.595,4.229,4.655,4.146,4.702,4.489,4.544,4.12,4.451,4.545,3.905,4.385,4.334,4.673,4.526,4.164,4.307,4.362,1.49,3.352,4.54,1.47,3.232,4.628,3.823,4.091,3.925,3.374,3.966,3.328,4.407,2.803,3.397,3.786,4.284,1.45,2.972,1.288,3.02,4.611,3.831,1.269,3.213,3.421,3.732,3.807,0.009389,0.03966,0.04696,0.03233,0.01731,0.02491,0.0543,0.1742,0.1092,0.08909,0.07552,0.08233,0.0958,0.06154,0.1809,0.1351,0.06849,0.1026,0.1287,0.1221,0.1607,0.2076,0.1873,0.1939,0.1412,0.1155,0.1542,0.2007,0.3083,0.1477,0.3152,0.2273,0.1675,0.2206,0.2141,0.2944,0.3011,0.2869,0.2337,0.3215,0.2464,0.24,0.3281,0.2597,0.3347,0.2664,0.2732,0.2531,0.3848,0.2799,0.006781,0.000679,0.001619,0.01625,0.001632,964,-96.4,-97.39,0.001706,0.000223,0.000023,0.001664,0.02294,0.02299,0.02182,0.02153,0.02368,1.627,0.0323,0,1.57,1.73,0.02655,0.02369,1.586,0.153,1.958,0.1685,1.708,1.636,0.02989,1620,16200,1620,0.04312,2.471,2.338,2.779,0.04167,0.2829,2.828,2.811,0.6439,0.7483,0.695,-0.02096,0.03239,0.6634,24.37,2.347,3.451,0.03125,0,0.5424,3.584,2.22,1.828,-0.9896,2.225,1.806,1.984,-0.992,0.1807,2.209,1.512,16.91,1.633,0.822,0.6431,1.576,1.668,1.716,-0.000048,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster2
129,5.233,5.259,4.767,4.792,4.123,4.846,5.37,4.718,5.438,5.131,5.166,4.693,5.117,5.209,4.471,5.077,5.018,5.405,5.148,4.742,4.981,5.05,1.679,3.811,5.187,1.655,3.663,5.311,4.327,4.67,4.504,3.836,4.559,3.784,5.096,3.183,3.861,4.28,4.944,1.629,3.363,1.441,3.412,5.285,4.354,1.418,3.645,3.888,4.236,4.302,0.01669,0.0795,0.09479,0.06418,0.03282,0.04865,0.11,0.3689,0.2273,0.1843,0.1552,0.1699,0.1988,0.1252,0.3832,0.2834,0.1403,0.2131,0.2693,0.2551,0.3404,0.4405,0.3976,0.4118,0.2976,0.2412,0.326,0.4263,0.6533,0.3119,0.6679,0.4833,0.3546,0.4689,0.4547,0.6241,0.6387,0.6099,0.4978,0.6823,0.5251,0.5117,0.6972,0.5528,0.7116,0.5666,0.581,0.539,0.8285,0.5955,0.008661,0.000868,0.001072,0.01076,0.001081,1153,-115.3,-116.6,0.001445,0.00017,0.000017,0.001241,0.0432,0.04493,0.03359,0.0328,0.03874,3.006,0.04021,0,2.6,2.598,0.03988,0.04143,2.555,-1.91,2.725,-1.902,3.125,3.405,0.03386,1708,17080,1706,0.06684,3.201,2.612,-0.3171,0.05281,0.5413,5.371,-0.3227,1.639,1.497,1.646,8.018,8.234,1.799,53.17,2.289,9.062,0.04157,0,2.162,5.257,2.083,1.658,-2.425,-2.155,2.19,1.829,-2.443,0.219,-2.133,1.464,20.49,1.506,1.533,1.996,1.582,1.646,1.656,0.000165,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster1
130,5.81,5.836,5.393,5.427,4.521,5.461,5.973,5.309,6.037,5.716,5.744,5.269,5.696,5.784,4.951,5.603,5.548,6.008,5.73,5.353,5.525,5.575,1.871,4.256,5.762,1.846,4.166,5.902,4.785,5.23,4.989,4.28,5.058,4.234,5.633,3.517,4.308,4.734,5.504,1.822,3.761,1.635,3.813,5.868,4.813,1.614,4.152,4.335,4.688,4.758,0.01662,0.07814,0.0928,0.06321,0.03251,0.04805,0.1072,0.3271,0.2117,0.1745,0.1486,0.1617,0.1871,0.1213,0.3383,0.2587,0.1351,0.1995,0.2472,0.2356,0.3044,0.3839,0.3495,0.3611,0.2702,0.2238,0.293,0.3724,0.5557,0.2815,0.5668,0.4198,0.3157,0.4077,0.3957,0.5332,0.5444,0.5221,0.4317,0.5774,0.4551,0.4434,0.5881,0.4778,0.5989,0.489,0.4999,0.4665,0.6851,0.5107,0.004561,0.000456,0.000842,0.008382,0.000848,1220,-122,-123.3,0.001344,0.000175,0.000018,0.001415,0.02633,0.0276,0.02252,0.02255,0.02728,2.048,0.03981,0,1.651,1.98,0.03362,0.03083,1.614,-1.259,2.37,-1.27,2.211,2.085,0.03706,1795,17950,1793,0.1055,2.914,2.664,1.417,0.0582,0.4889,4.875,1.459,0.736,1.115,0.827,16.76,16.89,1.256,48.86,2.831,10.1,0.05045,0,1.178,5.809,1.872,1.336,0.003655,2.718,2.606,1.532,0.005411,0.2607,2.73,1.09,13.1,1.243,1.276,1.222,1.276,1.3,1.332,0.000205,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster1
131,5.774,5.829,5.125,5.146,4.323,5.197,5.949,5.083,5.994,5.513,5.608,5.064,5.472,5.717,4.73,5.376,5.335,5.97,5.558,5.104,5.314,5.354,1.819,4.036,5.66,1.796,3.889,5.906,4.576,5.045,4.769,4.071,4.857,4.003,5.402,3.481,4.102,4.534,5.288,1.771,3.644,1.568,3.678,5.874,4.6,1.546,3.874,4.132,4.487,4.555,0.02108,0.09763,0.1153,0.07951,0.04132,0.0608,0.1325,0.4188,0.2639,0.2156,0.1829,0.1993,0.2317,0.1495,0.4335,0.3269,0.1663,0.2479,0.3114,0.2957,0.389,0.4901,0.4483,0.4628,0.3425,0.2799,0.3736,0.4766,0.6876,0.3581,0.7003,0.5284,0.4041,0.5157,0.5032,0.6614,0.6747,0.648,0.5414,0.7132,0.5681,0.5547,0.7261,0.5939,0.7398,0.6075,0.6212,0.581,0.8568,0.6349,0.009609,0.000966,0.001276,0.01272,0.001282,1138,-113.8,-114.8,0.002079,0.000271,0.000027,0.001946,0.02878,0.03355,0.03383,0.03072,0.02913,2.084,0.0408,0,2.345,2.102,0.03416,0.03166,2.173,-2.89,2.56,-2.888,2.332,2.527,0.03551,1719,17190,1718,0.09176,2.967,2.599,1.728,0.06086,0.6287,6.245,1.756,1.065,1.034,1.254,11.64,11.73,1.046,56.91,2.493,7.534,0.04289,0,1.31,4.632,1.979,1.514,-3.228,-1.461,2.716,1.741,-3.206,0.2717,-1.434,1.312,21.38,1.372,1.393,1.198,1.365,1.505,1.473,0.000043,0.000001,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster1
132,10.68,10.74,9.652,9.712,8.334,9.877,10.85,9.578,11.02,10.35,10.43,9.545,10.34,10.59,9.068,10.16,10.05,10.92,10.38,9.609,10.02,10.1,3.493,7.78,10.5,3.445,7.458,10.76,8.81,9.481,9.178,7.792,9.302,7.758,10.24,6.501,7.82,8.695,10.01,3.38,6.885,2.983,7.018,10.75,8.836,2.934,7.427,7.86,8.59,8.759,0.02687,0.1235,0.146,0.1003,0.05167,0.07625,0.1684,0.5537,0.344,0.2809,0.2366,0.2592,0.3021,0.1912,0.5743,0.4305,0.214,0.3235,0.4083,0.3862,0.5135,0.6544,0.5944,0.6135,0.4523,0.3648,0.4938,0.634,0.9633,0.4736,0.9807,0.7184,0.5336,0.6962,0.6752,0.9253,0.9446,0.9051,0.7416,1,0.786,0.7646,1.021,0.8229,1.043,0.8421,0.8626,0.8047,1.201,0.8844,0.01459,0.001456,0.002892,0.02877,0.002906,956.8,-95.69,-96.06,0.004216,0.000556,0.000057,0.004383,0.02498,0.02604,0.0245,0.02466,0.02527,1.821,0.0335,-0.000001,1.784,1.845,0.02622,0.02787,1.766,-0.7034,1.875,-0.7015,1.997,1.857,0.02919,1675,16750,1676,0.05191,2.774,2.231,1.289,0.05322,0.2999,2.983,1.272,0.8148,0.8645,0.8554,6.851,6.911,0.8596,22.46,2.345,4.541,0.04543,0,0.8478,4.176,2.183,1.633,-1.04,3.554,1.652,1.85,-1.036,0.1652,3.561,1.376,14.07,1.431,0.8155,0.9,1.47,1.549,1.624,0.000028,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster3
133,3.166,3.178,2.875,2.891,2.476,2.923,3.233,2.849,3.266,3.084,3.121,2.837,3.068,3.154,2.693,3.028,3.009,3.249,3.101,2.862,3.002,3.019,1.018,2.309,3.137,1.005,2.224,3.203,2.617,2.824,2.705,2.326,2.731,2.293,3.041,1.92,2.349,2.586,2.98,0.9898,2.032,0.8778,2.063,3.191,2.633,0.8644,2.21,2.369,2.559,2.601,0.008032,0.03536,0.04203,0.02868,0.01509,0.02195,0.0486,0.1622,0.09963,0.08074,0.06804,0.07448,0.08711,0.05514,0.1683,0.1251,0.06164,0.09324,0.1188,0.1123,0.1499,0.193,0.1746,0.1807,0.1314,0.1059,0.1437,0.1869,0.2841,0.1375,0.29,0.211,0.1561,0.2051,0.199,0.2726,0.2782,0.2667,0.2171,0.2961,0.2293,0.2232,0.3021,0.2421,0.3081,0.2483,0.2547,0.2357,0.3559,0.261,0.004086,0.000415,0.000699,0.006926,0.000705,1232,-123.2,-124.5,0.001529,0.000203,0.000021,0.001549,0.02536,0.02677,0.02581,0.02486,0.02712,1.885,0.03333,0,1.798,2.101,0.02656,0.02836,1.758,-0.5664,1.918,-0.5796,2.047,1.928,0.02976,1675,16750,1675,0.06873,2.509,2.137,1.568,0.04536,0.4238,4.203,1.605,0.9265,1.321,1.012,7.644,7.759,1.088,32.12,2.775,5.718,0.04092,0,1.009,3.5,2.018,1.497,-0.1696,4.822,2.211,1.716,-0.1729,0.2212,4.828,1.239,20.97,1.339,0.9083,1.013,1.33,1.415,1.474,0.000115,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster2
134,6.304,6.34,5.707,5.744,4.894,5.867,6.461,5.662,6.598,6.101,6.148,5.637,6.088,6.239,5.539,5.986,5.934,6.526,6.119,5.683,5.932,5.954,2.11,4.495,6.186,2.086,4.286,6.373,5.232,5.614,5.623,4.5,5.713,4.488,6.029,3.814,4.514,5.153,5.94,2.046,4.017,1.75,4.106,6.351,5.275,1.722,4.267,4.536,5.087,5.191,0.02503,0.1172,0.1402,0.09447,0.04869,0.07175,0.1636,0.4729,0.3284,0.2766,0.2334,0.2556,0.2961,0.1872,0.4861,0.388,0.2106,0.3133,0.3735,0.3585,0.445,0.5398,0.4984,0.5113,0.4022,0.3435,0.4306,0.5251,0.7322,0.4162,0.7466,0.5801,0.4593,0.5676,0.554,0.7033,0.7176,0.6916,0.5925,0.7605,0.6174,0.6046,0.7733,0.6431,0.7849,0.6556,0.6679,0.6302,0.8781,0.6801,0.004287,0.000429,0.001175,0.01154,0.001184,1225,-122.5,-123.9,0.002651,0.00036,0.000038,0.003094,0.03381,0.03319,0.02954,0.03531,0.03551,2.407,0.04942,-0.000001,2.155,2.534,0.03368,0.03572,2.383,-1.611,2.352,-1.624,2.678,2.343,0.03775,1932,19320,1930,0.09352,3.525,2.691,6.721,0.06923,0.5026,5.004,6.801,1.224,1.083,1.026,11.67,11.84,1.304,47.13,2.506,6.631,0.0538,0,1.149,5.149,1.996,1.34,-1.055,6.37,2.954,1.625,-1.039,0.2956,6.386,1.27,12.71,1.424,1.102,1.54,1.308,1.336,1.382,0.000064,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster1
135,9.443,9.489,8.631,8.681,7.447,8.767,9.653,8.545,9.755,9.24,9.316,8.507,9.192,9.397,8.073,9.057,8.981,9.708,9.28,8.589,8.931,9.02,3.071,6.933,9.354,3.03,6.691,9.565,7.863,8.461,8.118,6.975,8.21,6.891,9.097,5.795,7.019,7.783,8.886,2.989,6.131,2.657,6.221,9.532,7.907,2.614,6.647,7.06,7.699,7.82,0.01282,0.05493,0.06509,0.04473,0.02376,0.03439,0.07522,0.2521,0.1547,0.125,0.1052,0.115,0.1349,0.0853,0.2618,0.1942,0.0953,0.1449,0.1842,0.1743,0.2325,0.3004,0.2716,0.2811,0.204,0.1644,0.2231,0.2906,0.4426,0.2137,0.4519,0.3293,0.2423,0.3196,0.31,0.4239,0.4331,0.4148,0.3386,0.4612,0.3581,0.3483,0.4706,0.377,0.4797,0.3865,0.3956,0.3674,0.5518,0.4053,0.007445,0.000746,0.002783,0.028,0.002806,929.7,-92.97,-94.84,0.002075,0.000273,0.000028,0.002182,0.01979,0.02092,0.01881,0.01933,0.01981,1.42,0.02807,-0.000004,1.336,1.401,0.02356,0.02215,1.368,1.394,1.805,1.36,1.594,1.541,0.02437,1615,16150,1615,0.04293,2.07,1.826,1.689,0.03806,0.3554,3.552,1.761,0.4801,0.4819,0.4065,1.39,1.535,0.4177,31,2.436,4.671,0.03137,0,0.5774,3.027,2.199,1.721,-0.4403,3.928,2.38,1.951,-0.4301,0.238,3.977,1.44,20.55,1.484,0.7954,0.4863,1.517,1.626,1.661,-0.000212,-0.000001,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster0
136,7.323,7.349,6.631,6.63,5.711,6.656,7.391,6.54,7.476,7.028,7.12,6.476,6.999,7.244,6.19,6.953,6.865,7.427,7.068,6.616,6.807,6.924,2.32,5.32,7.179,2.296,5.067,7.347,6.02,6.425,6.245,5.344,6.29,5.307,6.96,4.327,5.369,5.994,6.759,2.253,4.617,1.983,4.673,7.337,6.036,1.963,5.026,5.397,5.933,6.006,0.022,0.0996,0.1183,0.08104,0.04288,0.06221,0.1372,0.4536,0.2834,0.2321,0.1939,0.213,0.249,0.1561,0.469,0.3531,0.175,0.2663,0.3354,0.318,0.4225,0.5346,0.4849,0.5011,0.3707,0.3005,0.4071,0.5178,0.7725,0.3889,0.7878,0.5841,0.4381,0.5703,0.5521,0.7453,0.7584,0.7299,0.5973,0.8033,0.6267,0.6117,0.8199,0.6583,0.8367,0.6744,0.6917,0.6424,0.9662,0.7097,0.01265,0.001269,0.002174,0.0218,0.002193,1038,-103.8,-104.7,0.002809,0.000357,0.000036,0.002555,0.02307,0.02461,0.02199,0.02199,0.02265,1.733,0.03712,0,1.558,1.803,0.02872,0.02696,1.567,0.02812,1.975,0.02883,2.069,1.789,0.03083,1620,16200,1620,0.06224,3.014,2.252,1.553,0.05476,0.4144,4.124,1.566,0.728,1.008,0.7195,4.992,4.984,0.8557,31.45,2.836,4.978,0.03922,0,0.8136,5.091,2.338,1.75,-0.8916,2.658,1.969,1.965,-0.9004,0.1969,2.632,1.403,21.12,1.516,0.717,1.099,1.507,1.611,1.684,0.000091,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster0
